age_cat,race,sex,c_charge_degree,is_recid,priors_count,time_served,two_year_recid
25 - 45,Caucasian,Male,M,1,9,1,1
Greater than 45,African-American,Male,F,1,2,7,1
25 - 45,African-American,Male,F,1,1,22,1
25 - 45,African-American,Male,F,0,2,18,0
Less than 25,Other,Male,M,1,5,32,1
Less than 25,African-American,Female,M,1,4,0,1
Less than 25,African-American,Male,M,0,1,2,0
25 - 45,Other,Male,M,0,3,0,0
Greater than 45,African-American,Female,F,0,2,11,0
25 - 45,African-American,Male,M,1,2,9,1
25 - 45,African-American,Female,M,0,0,0,0
Less than 25,Caucasian,Male,F,1,0,7,1
Greater than 45,Caucasian,Female,M,0,0,3,0
Greater than 45,Caucasian,Male,F,0,0,27,0
Greater than 45,African-American,Male,M,0,1,0,0
Greater than 45,African-American,Male,M,1,3,1,1
25 - 45,African-American,Male,F,0,5,136,0
Greater than 45,Caucasian,Male,F,0,1,1,0
25 - 45,Hispanic,Male,F,0,2,8,0
Greater than 45,Hispanic,Female,M,1,2,49,1
Less than 25,African-American,Male,F,1,2,1,1
25 - 45,African-American,Male,F,1,5,36,1
25 - 45,African-American,Male,M,0,4,1,0
Less than 25,African-American,Male,F,1,1,15,1
25 - 45,African-American,Female,F,0,7,1,0
25 - 45,African-American,Female,F,0,0,0,0
25 - 45,African-American,Female,F,1,3,9,1
25 - 45,Other,Male,F,1,2,0,1
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,2,0
Less than 25,African-American,Male,M,0,0,0,0
Greater than 45,African-American,Male,M,0,22,1,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,9,196,1
Less than 25,Caucasian,Male,F,0,1,0,0
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,F,1,10,1,1
Less than 25,Caucasian,Male,F,0,0,1,0
Greater than 45,Caucasian,Female,F,1,0,20,1
Greater than 45,Caucasian,Male,M,1,2,0,1
25 - 45,Other,Male,F,0,11,1,0
Less than 25,African-American,Female,F,1,0,1,1
Less than 25,Hispanic,Male,M,1,6,5,1
25 - 45,Caucasian,Male,F,1,0,0,1
25 - 45,African-American,Male,F,1,11,2,1
25 - 45,Caucasian,Male,M,0,5,0,0
Greater than 45,African-American,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,13,1,1
Greater than 45,Hispanic,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,13,33,1
25 - 45,African-American,Male,M,1,5,0,1
Greater than 45,Hispanic,Male,F,0,8,1,0
Less than 25,African-American,Male,F,1,0,0,0
25 - 45,African-American,Male,F,1,8,2,1
Greater than 45,Asian,Male,F,1,3,59,1
25 - 45,Other,Male,M,0,0,1,0
25 - 45,African-American,Female,F,1,13,1,0
Less than 25,African-American,Male,F,1,0,13,1
Less than 25,African-American,Male,F,1,0,0,1
Greater than 45,Caucasian,Male,M,0,2,0,0
25 - 45,African-American,Female,F,1,5,0,1
Greater than 45,African-American,Male,F,1,7,181,0
Less than 25,African-American,Female,F,0,0,1,0
25 - 45,African-American,Male,M,1,6,0,1
25 - 45,Caucasian,Male,F,0,3,1,0
25 - 45,African-American,Male,F,1,3,3,1
25 - 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Male,F,1,1,7,1
25 - 45,Hispanic,Male,M,1,1,0,1
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,Other,Male,F,0,1,0,0
Less than 25,African-American,Male,F,0,1,0,0
25 - 45,Caucasian,Male,F,1,3,1,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,Hispanic,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,F,0,1,1,0
Greater than 45,Caucasian,Male,M,0,0,0,0
Greater than 45,African-American,Male,F,1,14,33,1
Less than 25,African-American,Male,F,1,1,1,1
25 - 45,Caucasian,Male,M,0,6,10,0
Greater than 45,Caucasian,Female,F,1,2,0,1
25 - 45,African-American,Male,F,0,7,0,0
25 - 45,Caucasian,Male,M,0,1,0,0
Greater than 45,African-American,Male,F,1,7,2,1
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,M,0,0,2,0
25 - 45,African-American,Male,M,1,0,29,1
25 - 45,African-American,Male,M,1,4,0,1
25 - 45,African-American,Male,F,0,0,42,0
25 - 45,Hispanic,Male,F,1,17,2,1
25 - 45,Caucasian,Male,F,1,2,0,1
25 - 45,African-American,Female,M,1,0,1,1
Greater than 45,Hispanic,Male,F,1,2,0,1
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,Hispanic,Male,F,1,8,1,1
25 - 45,Hispanic,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,F,1,0,241,1
Greater than 45,African-American,Male,F,1,2,1,1
25 - 45,African-American,Male,F,0,1,2,0
25 - 45,African-American,Male,M,1,12,10,1
25 - 45,African-American,Male,F,1,0,7,1
25 - 45,African-American,Male,M,0,0,42,0
25 - 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Female,F,0,1,44,0
25 - 45,Caucasian,Male,M,0,4,31,0
Greater than 45,Caucasian,Male,F,0,1,0,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Male,F,0,1,1,0
25 - 45,Caucasian,Male,M,1,7,2,1
25 - 45,African-American,Male,F,1,11,1,1
Greater than 45,African-American,Male,M,0,0,1,0
25 - 45,Other,Male,F,1,2,1,1
25 - 45,African-American,Male,F,0,1,4,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,Hispanic,Female,F,1,7,6,1
25 - 45,African-American,Female,M,0,0,0,0
25 - 45,Hispanic,Male,M,1,0,2,1
Greater than 45,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Male,M,0,2,13,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,0,3,0,0
Less than 25,Caucasian,Male,M,1,3,1,1
Greater than 45,Caucasian,Male,F,1,19,1,1
25 - 45,Hispanic,Male,M,0,1,0,0
25 - 45,African-American,Male,F,0,1,0,0
Greater than 45,Caucasian,Female,F,1,1,1,1
25 - 45,Caucasian,Male,F,1,3,14,1
Less than 25,Caucasian,Male,F,1,4,0,1
25 - 45,African-American,Male,F,0,6,84,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,2,1,1
25 - 45,African-American,Male,M,1,3,0,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,0,1,0
25 - 45,Caucasian,Male,F,1,4,3,1
25 - 45,Caucasian,Female,F,0,2,14,0
Less than 25,Caucasian,Male,F,1,3,41,1
25 - 45,Caucasian,Male,M,1,3,0,1
Greater than 45,Caucasian,Female,M,0,0,1,0
Less than 25,Caucasian,Male,F,1,3,0,1
25 - 45,African-American,Male,M,0,2,0,0
25 - 45,African-American,Male,F,0,0,177,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,0,13,2,0
25 - 45,African-American,Male,F,0,6,0,0
Greater than 45,Hispanic,Male,M,1,0,3,1
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,Caucasian,Male,F,0,1,1,0
Less than 25,Caucasian,Male,F,1,0,36,1
25 - 45,African-American,Male,F,0,10,93,0
Greater than 45,Caucasian,Male,F,0,1,0,0
25 - 45,African-American,Male,M,1,13,7,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,M,0,1,0,0
Less than 25,Caucasian,Male,M,1,3,8,1
25 - 45,African-American,Male,M,1,8,3,1
Greater than 45,African-American,Male,F,1,0,1,1
25 - 45,Caucasian,Male,F,1,7,0,1
25 - 45,Caucasian,Male,F,1,6,270,1
25 - 45,African-American,Male,F,1,25,185,1
Greater than 45,African-American,Male,M,0,9,0,0
Less than 25,African-American,Male,F,0,1,2,0
Greater than 45,Caucasian,Female,M,0,1,0,0
Greater than 45,Caucasian,Male,F,1,7,194,1
25 - 45,Caucasian,Male,M,0,2,2,0
25 - 45,Hispanic,Male,F,0,0,1,0
25 - 45,Caucasian,Female,F,0,0,0,0
25 - 45,African-American,Female,F,0,3,16,0
25 - 45,African-American,Male,F,1,0,0,1
Less than 25,African-American,Female,M,1,0,1,1
Less than 25,African-American,Male,M,1,0,1,1
Greater than 45,Caucasian,Male,F,0,0,4,0
Greater than 45,African-American,Male,M,1,8,0,1
25 - 45,African-American,Male,F,1,5,3,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,Caucasian,Male,M,1,3,35,1
25 - 45,African-American,Male,M,1,14,0,1
25 - 45,African-American,Male,F,0,5,0,0
Greater than 45,African-American,Male,F,0,0,2,0
Less than 25,African-American,Male,F,0,0,2,0
Greater than 45,African-American,Male,M,0,1,9,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,Caucasian,Male,F,1,1,1,1
25 - 45,Caucasian,Female,M,1,1,0,1
Greater than 45,African-American,Male,M,1,0,0,1
25 - 45,African-American,Male,F,1,13,36,1
25 - 45,Caucasian,Female,F,1,4,2,0
Less than 25,African-American,Male,F,0,0,11,0
Greater than 45,Caucasian,Male,F,0,10,0,0
25 - 45,Caucasian,Male,M,1,2,0,0
25 - 45,Caucasian,Male,F,1,7,1,1
Less than 25,African-American,Male,F,0,0,2,0
25 - 45,Caucasian,Male,F,0,0,4,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,Hispanic,Female,F,1,20,1,1
25 - 45,Caucasian,Male,F,0,0,7,0
Greater than 45,Caucasian,Male,F,0,0,1,0
Less than 25,Other,Male,M,1,0,0,1
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Female,F,1,1,1,1
25 - 45,African-American,Male,M,1,9,1,1
25 - 45,African-American,Male,F,1,9,1,1
25 - 45,African-American,Male,M,1,3,0,1
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,African-American,Female,M,1,0,1,1
25 - 45,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,22,81,1
Less than 25,Caucasian,Male,F,0,2,1,0
25 - 45,African-American,Male,M,1,8,9,1
25 - 45,Caucasian,Male,F,0,2,2,0
25 - 45,African-American,Male,F,0,7,1,0
25 - 45,Caucasian,Female,F,1,0,1,1
25 - 45,African-American,Male,F,1,10,32,1
Greater than 45,Other,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,2,0,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,Other,Male,F,1,1,1,1
25 - 45,African-American,Female,F,1,9,243,1
25 - 45,African-American,Male,F,1,16,1,1
25 - 45,Caucasian,Male,F,1,3,1,1
25 - 45,Hispanic,Male,M,1,0,1,1
25 - 45,Caucasian,Male,F,1,4,1,1
Less than 25,Caucasian,Male,F,1,2,11,1
25 - 45,Hispanic,Male,F,0,0,80,0
25 - 45,African-American,Male,M,1,5,1,1
25 - 45,African-American,Male,M,0,2,47,0
Greater than 45,African-American,Male,F,1,9,35,1
25 - 45,African-American,Male,F,1,7,1,1
25 - 45,Hispanic,Male,F,0,0,1,0
Less than 25,Hispanic,Male,F,1,0,0,1
25 - 45,African-American,Male,M,0,0,2,0
25 - 45,African-American,Male,M,0,3,7,0
25 - 45,African-American,Female,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,2,1,0
Greater than 45,African-American,Male,M,0,12,2,0
25 - 45,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,0,2,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,M,0,5,1,0
25 - 45,African-American,Male,F,1,1,0,1
Greater than 45,African-American,Male,F,0,9,0,0
Greater than 45,Other,Male,M,1,0,1,1
25 - 45,African-American,Male,F,1,12,0,1
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,4,0,1
Less than 25,African-American,Male,F,1,0,30,1
25 - 45,Hispanic,Male,M,0,1,0,0
25 - 45,African-American,Male,M,0,4,0,0
Less than 25,Hispanic,Male,M,0,0,0,0
Greater than 45,Other,Male,M,1,4,0,1
Greater than 45,Caucasian,Male,F,0,2,22,0
25 - 45,African-American,Male,M,0,1,0,0
Less than 25,Other,Female,F,0,0,0,0
Less than 25,Other,Male,F,1,2,241,1
25 - 45,Hispanic,Male,F,0,5,1,0
Less than 25,Caucasian,Male,F,1,0,0,1
Greater than 45,Caucasian,Male,F,0,1,21,0
25 - 45,African-American,Male,F,0,5,35,0
25 - 45,Hispanic,Male,M,0,0,1,0
Less than 25,African-American,Male,F,1,3,319,1
Less than 25,African-American,Male,F,1,1,13,0
Less than 25,Caucasian,Male,F,1,1,5,1
25 - 45,African-American,Male,M,1,6,0,1
25 - 45,African-American,Male,M,1,14,20,1
Greater than 45,African-American,Male,M,1,6,0,1
Greater than 45,African-American,Male,F,1,7,3,1
25 - 45,African-American,Male,M,0,1,1,0
Greater than 45,Caucasian,Male,F,0,2,2,0
25 - 45,African-American,Male,F,0,22,1,0
25 - 45,Hispanic,Male,F,0,7,1,0
Less than 25,African-American,Male,M,1,1,1,1
Less than 25,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,0,2,1
25 - 45,African-American,Male,M,0,4,54,0
25 - 45,African-American,Male,M,1,1,6,1
Greater than 45,African-American,Male,M,1,24,32,1
25 - 45,Other,Male,M,1,4,2,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,0,1,0,0
25 - 45,Caucasian,Male,F,0,0,1,0
Greater than 45,African-American,Male,F,0,5,31,0
25 - 45,Hispanic,Male,F,1,19,42,1
25 - 45,African-American,Male,F,1,2,4,1
25 - 45,Other,Male,F,1,8,40,1
Less than 25,African-American,Male,F,1,2,6,1
Greater than 45,Caucasian,Male,F,1,1,33,1
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,Caucasian,Male,M,1,5,1,1
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,M,1,1,0,1
Greater than 45,Other,Female,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,Other,Male,F,1,4,15,1
25 - 45,African-American,Female,M,1,3,0,1
Less than 25,Hispanic,Male,F,1,1,1,1
25 - 45,African-American,Male,F,0,2,160,0
Greater than 45,Caucasian,Male,M,0,0,1,0
Less than 25,African-American,Male,M,1,1,0,1
Less than 25,Other,Female,M,0,0,0,0
Less than 25,African-American,Male,F,1,3,91,1
25 - 45,Caucasian,Male,M,1,9,1,1
Greater than 45,Caucasian,Male,M,0,1,0,0
Greater than 45,African-American,Male,M,1,18,41,1
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,M,1,3,12,1
25 - 45,African-American,Male,F,1,6,2,1
25 - 45,Caucasian,Male,F,1,1,0,1
25 - 45,Caucasian,Male,F,0,1,1,0
Greater than 45,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,M,0,3,0,0
Less than 25,African-American,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,1,18,3,1
25 - 45,African-American,Male,F,1,2,0,1
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,0,2,0
25 - 45,Hispanic,Male,M,0,0,4,0
25 - 45,African-American,Male,F,0,6,1,0
Less than 25,Hispanic,Male,F,0,0,7,0
Greater than 45,Caucasian,Male,M,1,0,0,1
25 - 45,African-American,Male,F,0,3,1,0
Greater than 45,Caucasian,Male,F,0,1,1,0
25 - 45,Caucasian,Male,M,0,0,1,0
Greater than 45,African-American,Male,M,1,1,2,1
Greater than 45,Caucasian,Male,F,0,3,2,0
Greater than 45,Caucasian,Male,F,0,3,0,0
Less than 25,Caucasian,Female,F,1,0,0,0
Greater than 45,African-American,Female,F,1,10,4,1
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,Other,Male,M,0,1,0,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,Hispanic,Male,M,1,2,1,1
Greater than 45,Caucasian,Male,M,1,1,4,1
Less than 25,Caucasian,Male,M,0,0,0,0
25 - 45,Hispanic,Female,M,0,1,10,0
25 - 45,Caucasian,Male,M,1,9,1,1
Greater than 45,Other,Female,F,0,0,1,0
Less than 25,African-American,Male,F,1,4,0,1
Greater than 45,Caucasian,Male,M,0,1,3,0
Greater than 45,Caucasian,Female,M,0,0,0,0
Less than 25,Caucasian,Female,M,0,2,0,0
Greater than 45,Caucasian,Female,M,0,1,0,0
Less than 25,Caucasian,Male,F,0,6,1,0
25 - 45,Caucasian,Female,F,0,0,1,0
25 - 45,Caucasian,Female,F,0,2,181,0
Less than 25,African-American,Female,F,0,1,13,0
Less than 25,African-American,Male,F,1,2,1,1
25 - 45,African-American,Male,F,0,0,1,0
Less than 25,African-American,Male,F,0,0,1,0
Greater than 45,Caucasian,Male,M,0,1,4,0
25 - 45,African-American,Male,F,1,6,2,1
25 - 45,African-American,Male,F,1,7,38,1
25 - 45,African-American,Male,F,1,5,180,1
Greater than 45,Caucasian,Male,F,0,8,0,0
Greater than 45,Caucasian,Female,F,1,7,0,1
25 - 45,African-American,Male,M,0,3,1,0
25 - 45,African-American,Female,F,1,1,116,1
Greater than 45,Hispanic,Male,F,0,4,6,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,0,0,1
25 - 45,African-American,Male,M,0,0,0,0
Greater than 45,African-American,Male,F,1,19,39,1
Greater than 45,African-American,Male,F,0,24,6,0
25 - 45,African-American,Male,M,0,2,1,0
25 - 45,Caucasian,Male,F,1,9,87,1
25 - 45,African-American,Male,F,1,6,4,1
Less than 25,African-American,Male,F,1,3,0,1
Less than 25,Caucasian,Male,F,1,2,7,1
Less than 25,Hispanic,Male,F,1,3,3,1
25 - 45,African-American,Male,F,1,1,0,1
Less than 25,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,0,9,0,0
Greater than 45,African-American,Female,F,0,0,1,0
Less than 25,African-American,Male,F,0,1,1,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,10,0,1
25 - 45,African-American,Male,M,1,1,1,1
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Female,F,1,3,0,0
Less than 25,African-American,Male,F,1,0,3,1
Greater than 45,Caucasian,Male,M,1,2,39,0
Greater than 45,African-American,Male,F,0,1,1,0
Less than 25,African-American,Male,F,1,0,1,1
Less than 25,Other,Male,F,1,1,4,1
Greater than 45,African-American,Male,F,0,20,2,0
Greater than 45,Caucasian,Male,M,1,1,0,1
Less than 25,African-American,Female,F,0,0,5,0
Less than 25,African-American,Male,F,1,5,0,1
25 - 45,African-American,Female,F,1,3,12,1
25 - 45,Caucasian,Female,F,0,0,0,0
Less than 25,Caucasian,Male,F,0,0,0,0
25 - 45,Hispanic,Male,F,1,0,6,1
25 - 45,Caucasian,Male,F,1,5,20,1
25 - 45,Other,Male,M,0,0,1,0
25 - 45,Other,Male,F,0,2,0,0
Less than 25,Caucasian,Male,F,1,3,244,1
25 - 45,African-American,Female,M,0,0,0,0
25 - 45,Caucasian,Female,F,0,1,0,0
25 - 45,African-American,Male,F,0,8,1,0
25 - 45,Caucasian,Male,F,0,3,25,0
25 - 45,African-American,Male,M,1,2,7,1
25 - 45,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,M,1,24,1,1
25 - 45,Hispanic,Male,M,1,2,0,0
25 - 45,African-American,Female,M,0,3,1,0
25 - 45,Caucasian,Male,F,0,0,6,0
25 - 45,Hispanic,Male,M,0,1,0,0
25 - 45,African-American,Male,M,0,9,1,0
25 - 45,African-American,Female,F,1,0,1,1
25 - 45,African-American,Female,M,0,1,2,0
Greater than 45,African-American,Female,M,0,0,0,0
Less than 25,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Male,F,1,9,116,1
Greater than 45,African-American,Male,F,1,0,26,1
25 - 45,African-American,Male,F,1,5,236,1
Greater than 45,African-American,Female,M,0,7,18,0
Greater than 45,Caucasian,Male,M,0,3,0,0
25 - 45,Caucasian,Male,M,1,0,5,1
Less than 25,African-American,Male,F,1,2,10,1
25 - 45,Hispanic,Male,M,1,3,2,1
25 - 45,Caucasian,Male,F,0,9,54,0
Less than 25,African-American,Male,M,1,0,35,1
25 - 45,Asian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,5,5,1
Greater than 45,African-American,Male,M,1,0,0,1
25 - 45,African-American,Male,F,1,5,2,0
Greater than 45,African-American,Male,F,1,13,242,1
25 - 45,African-American,Male,F,1,2,0,0
Greater than 45,Hispanic,Male,M,0,1,167,0
25 - 45,Other,Male,M,1,3,0,1
Less than 25,African-American,Male,F,1,1,5,1
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,7,4,1
25 - 45,African-American,Male,M,0,0,1,0
25 - 45,Caucasian,Male,F,1,4,5,1
Less than 25,African-American,Female,M,0,2,30,0
Less than 25,African-American,Male,F,1,4,51,1
25 - 45,Caucasian,Male,M,1,0,1,1
25 - 45,Caucasian,Male,F,0,0,0,0
25 - 45,Other,Male,F,0,1,0,0
25 - 45,African-American,Male,F,1,2,19,1
Greater than 45,Caucasian,Male,M,1,0,0,1
25 - 45,Caucasian,Male,F,0,1,59,0
Greater than 45,Caucasian,Male,M,1,0,30,1
25 - 45,African-American,Male,F,1,7,1,1
25 - 45,Caucasian,Male,M,1,0,0,1
Less than 25,African-American,Female,F,1,1,1,1
25 - 45,African-American,Male,F,1,2,0,1
25 - 45,Hispanic,Female,F,1,10,0,1
25 - 45,African-American,Male,F,1,10,7,1
25 - 45,Caucasian,Female,M,0,1,0,0
25 - 45,African-American,Male,M,1,12,1,1
Greater than 45,Other,Male,M,0,0,0,0
Less than 25,Caucasian,Male,M,0,1,0,0
25 - 45,Caucasian,Male,F,0,1,2,0
Less than 25,Hispanic,Male,F,0,0,0,0
25 - 45,African-American,Male,F,0,0,5,0
Less than 25,African-American,Male,F,1,1,1,1
25 - 45,Caucasian,Male,M,1,2,34,1
25 - 45,African-American,Male,M,0,5,2,0
Greater than 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,M,0,8,1,0
25 - 45,Caucasian,Female,F,0,0,1,0
Greater than 45,Caucasian,Male,F,1,5,3,1
Less than 25,African-American,Female,M,0,0,1,0
25 - 45,African-American,Male,F,1,5,0,1
Greater than 45,Caucasian,Female,F,0,1,0,0
25 - 45,Caucasian,Female,M,0,0,1,0
Greater than 45,Caucasian,Male,F,1,20,46,1
Less than 25,African-American,Male,M,1,0,1,1
Greater than 45,Other,Male,F,1,7,12,1
25 - 45,Other,Male,M,0,6,1,0
Greater than 45,African-American,Male,F,0,6,24,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Hispanic,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,1,86,1
25 - 45,Caucasian,Male,M,0,1,0,0
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,Caucasian,Male,M,1,0,15,1
Greater than 45,African-American,Female,M,0,0,1,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,M,0,2,0,0
Greater than 45,Hispanic,Male,F,0,0,1,0
Less than 25,African-American,Male,M,0,0,12,0
Greater than 45,African-American,Male,F,0,10,30,0
25 - 45,Caucasian,Male,F,0,17,180,0
25 - 45,Hispanic,Male,F,1,0,0,1
25 - 45,Caucasian,Male,F,1,2,1,1
Greater than 45,African-American,Male,M,1,3,31,1
Greater than 45,Caucasian,Female,F,1,0,118,1
Less than 25,African-American,Male,M,1,0,0,1
25 - 45,Caucasian,Female,F,1,9,4,1
Greater than 45,African-American,Male,F,0,6,1,0
25 - 45,African-American,Male,F,1,12,0,1
25 - 45,Caucasian,Male,F,0,1,29,0
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,2,22,1
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,African-American,Female,M,1,1,0,1
Greater than 45,Other,Female,F,0,0,1,0
Less than 25,Caucasian,Male,F,1,1,1,1
Less than 25,African-American,Male,F,1,0,42,1
Less than 25,African-American,Male,F,1,0,46,0
Less than 25,African-American,Male,F,0,0,2,0
Greater than 45,African-American,Male,F,0,3,2,0
25 - 45,African-American,Male,F,1,21,117,1
25 - 45,Hispanic,Male,F,1,5,0,0
25 - 45,African-American,Female,M,0,0,0,0
Greater than 45,Caucasian,Male,F,0,1,1,0
25 - 45,Caucasian,Male,F,0,4,3,0
Greater than 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,Hispanic,Male,M,1,2,5,1
Less than 25,Caucasian,Male,F,0,1,0,0
Greater than 45,Caucasian,Male,F,0,3,1,0
25 - 45,Caucasian,Male,F,1,2,0,1
25 - 45,Caucasian,Male,F,0,3,0,0
25 - 45,Caucasian,Male,F,0,1,41,0
Less than 25,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,0,1,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,3,0,1
25 - 45,African-American,Male,F,1,3,4,1
Greater than 45,Caucasian,Male,F,1,0,24,1
Less than 25,Caucasian,Male,F,0,2,7,0
25 - 45,Caucasian,Male,F,1,1,0,1
25 - 45,African-American,Male,F,0,15,54,0
25 - 45,African-American,Male,F,0,0,3,0
25 - 45,African-American,Male,F,1,10,0,1
Less than 25,African-American,Female,M,0,3,1,0
25 - 45,Caucasian,Male,M,1,6,0,1
25 - 45,African-American,Male,F,1,9,53,1
Less than 25,Other,Male,M,0,5,5,0
25 - 45,Caucasian,Male,F,0,9,0,0
25 - 45,African-American,Female,F,1,10,0,1
25 - 45,Other,Male,F,0,5,1,0
25 - 45,African-American,Male,F,1,0,1,1
Greater than 45,African-American,Male,F,1,23,30,1
25 - 45,Caucasian,Female,F,1,8,31,1
Greater than 45,Caucasian,Male,F,0,3,23,0
Less than 25,Caucasian,Female,M,0,0,1,0
25 - 45,African-American,Female,F,0,2,14,0
25 - 45,African-American,Male,M,1,2,2,1
